source_url,source_referrer_url,source_name,source_hash_sha1,source_image_hash_whash,path_rel,skipped,processed_at
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Chess_board_with_chess_set_in_opening_position_2012_PD_03.jpg/2560px-Chess_board_with_chess_set_in_opening_position_2012_PD_03.jpg,https://commons.wikimedia.org/wiki/File:Chess_board_with_chess_set_in_opening_position_2012_PD_03.jpg,2560px-Chess_board_with_chess_set_in_opening_position_2012_PD_03.jpg,ab90ed80d81c58f35d56af9e8cb0386cfd105724,ff81c5ffff410000,images\ab\ab90ed80d81c58f35d56af9e8cb0386cfd105724.jpeg,0,2023-02-14 14:44:23.997354
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Chess_board_opening_staunton.jpg/1280px-Chess_board_opening_staunton.jpg,https://commons.wikimedia.org/wiki/File:Chess_board_opening_staunton.jpg,1280px-Chess_board_opening_staunton.jpg,fd9e37f06d3f5a4fdf9997f407a4f14387ef97da,f781c1f0f0ecb0f0,images\fd\fd9e37f06d3f5a4fdf9997f407a4f14387ef97da.jpeg,0,2023-02-14 14:44:24.837484
https://upload.wikimedia.org/wikipedia/commons/4/41/Chess_board_with_chess_set_in_opening_position_2012_PD_04.jpg,https://commons.wikimedia.org/wiki/File:Chess_board_with_chess_set_in_opening_position_2012_PD_04.jpg,Chess_board_with_chess_set_in_opening_position_2012_PD_04.jpg,fd2e0f6a4478f15d6f7beae23fc7e1a1dfc0cc41,ffc1c1808000ffff,images\fd\fd2e0f6a4478f15d6f7beae23fc7e1a1dfc0cc41.jpeg,0,2023-02-14 14:44:27.173060
https://upload.wikimedia.org/wikipedia/commons/2/27/Chess_board_with_coins.JPG,https://commons.wikimedia.org/wiki/File:Chess_board_with_coins.JPG,Chess_board_with_coins.JPG,209f3ed85cb5368d283a0eec6b9954e3a956f93a,481f3f3f0f070707,images\20\209f3ed85cb5368d283a0eec6b9954e3a956f93a.jpeg,0,2023-02-14 14:44:28.501217
https://freesvg.org/img/1385208704.png,https://freesvg.org/wooden-chessboard,1385208704.png,384f94ebc9a857556fc012cf08b866353d7b71f5,68fefe7cf8706000,images\38\384f94ebc9a857556fc012cf08b866353d7b71f5.jpeg,0,2023-02-14 14:44:30.299117
https://upload.wikimedia.org/wikipedia/commons/b/b5/Starting_position_in_a_chess_game.jpg,https://commons.wikimedia.org/wiki/File:Starting_position_in_a_chess_game.jpg,Starting_position_in_a_chess_game.jpg,9f01494cdb426d239a97e8eb67f303679ab90e7c,0000aa57ea57fe5f,images\9f\9f01494cdb426d239a97e8eb67f303679ab90e7c.jpeg,0,2023-02-14 14:44:33.018816
https://c1.wallpaperflare.com/preview/480/941/294/chess-chess-board-chess-pieces-checkmated.jpg,https://www.wallpaperflare.com/chess-chess-board-chess-pieces-checkmated-chess-game-black-wallpaper-zvkxp,chess-chess-board-chess-pieces-checkmated.jpg,19cf5aaa85e7af0ead61fecd245b7a63ac01d6ad,a701af57ab55091d,images\19\19cf5aaa85e7af0ead61fecd245b7a63ac01d6ad.jpeg,0,2023-02-14 14:44:33.978810
https://upload.wikimedia.org/wikipedia/commons/0/01/Chess_board%2C_Stockholm.jpg,"https://commons.wikimedia.org/wiki/File:Chess_board,_Stockholm.jpg",Chess_board%2C_Stockholm.jpg,08a6ef262c40e6376289901ef44714f649e57c5c,77ff030081c3e71e,images\08\08a6ef262c40e6376289901ef44714f649e57c5c.jpeg,0,2023-02-14 14:44:40.810465
https://upload.wikimedia.org/wikipedia/commons/c/ce/A_giant_chess_board.jpg,https://commons.wikimedia.org/wiki/File:A_giant_chess_board.jpg,A_giant_chess_board.jpg,60fba7fd23f98acb32a757a978c7f75cbd5b5435,c0dede9fbf008189,images\60\60fba7fd23f98acb32a757a978c7f75cbd5b5435.jpeg,0,2023-02-14 14:44:43.603370
https://publicdomainvectors.org/photos/Fancy-Chess-Board-And-Pieces.png,https://publicdomainvectors.org/en/free-clipart/Fancy-chess-board-And-pieces/37256.html,Fancy-Chess-Board-And-Pieces.png,c4058c39c8dd88815b1c825961e6c29b2b8f56be,60f6ea57ea747810,images\c4\c4058c39c8dd88815b1c825961e6c29b2b8f56be.jpeg,0,2023-02-14 14:44:45.120776
